,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm,AlertAlarmDateTime,TimeZoneAbreviation,SnapshotUrl,UtcOffsetMinutes
48,22,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-STARTER FAULT ,Feb 17 2024  8:52AM,206,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-02-17T08:52:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/2/17/8/52/328221030618_2_1708159946,0.0
52,26,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-STARTER FAULT ,Feb 17 2024  9:03AM,206,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-02-17T09:03:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/2/17/9/4/328221030618_2_1708160638,0.0
54,28,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-STARTER FAULT ,Mar 19 2024  1:49PM,206,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-03-19T13:49:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/3/19/13/49/328221030618_2_1710856167,0.0
58,32,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-LOW OIL PRESSURE,Apr  2 2024  6:02AM,228,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-02T06:02:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/2/6/2/328221030618_2_1712037744,0.0
62,36,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-LOW OIL PRESSURE,Apr  2 2024  6:26AM,228,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-02T06:26:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/2/6/26/328221030618_2_1712039186,0.0
63,37,XR4K1902,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,PROTECTIVE LIMIT-STARTER FAULT ,Apr  2 2024  6:26AM,206,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-02T06:26:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/2/6/26/328221030618_2_1712039186,0.0
68,42,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,SENSOR ALERT-EVAPORATOR APPROACH,Apr  2 2024  6:36AM,162,,,,,,,AlertAlarm/XR4K1902/2024,Device,True,False,False,,2024-04-02T06:36:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/2/6/36/328221030618_2_1712039761,0.0
69,43,XR4K1902,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,SENSOR ALERT-HIGH BEARING TEMPERATURE,Apr  2 2024  6:36AM,150,,,,,,,AlertAlarm/XR4K1902/2024,Device,True,False,False,,2024-04-02T06:36:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/2/6/36/328221030618_2_1712039761,0.0
74,48,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,SENSOR ALERT-EVAPORATOR APPROACH,Apr  2 2024  7:00AM,162,,,,,,,AlertAlarm/XR4K1902/2024,Device,True,False,False,,2024-04-02T07:00:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/2/7/1/328221030618_2_1712041259,0.0
76,50,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-HIGH BEARING TEMPERATURE,Apr  4 2024  4:30AM,234,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-04T04:30:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/4/4/30/328221030618_2_1712205019,0.0
77,51,XR4K1902,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,SENSOR ALERT-HIGH BEARING TEMPERATURE,Apr  4 2024  4:46AM,150,,,,,,,AlertAlarm/XR4K1902/2024,Device,True,False,False,,2024-04-04T04:46:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/4/4/46/328221030618_2_1712205996,0.0
82,56,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,PROTECTIVE LIMIT-HIGH BEARING TEMPERATURE,Apr  4 2024  7:33AM,234,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-04T07:33:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/4/7/33/328221030618_2_1712216010,0.0
86,60,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,SENSOR FAULT-COMPRESSOR BEARING TEMP,Apr  4 2024  7:45AM,264,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-04T07:45:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/4/7/45/328221030618_2_1712216727,0.0
88,62,XR4K1902,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,SENSOR ALERT-HIGH BEARING TEMPERATURE,Apr  4 2024  7:59AM,150,,,,,,,AlertAlarm/XR4K1902/2024,Device,True,False,False,,2024-04-04T07:59:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/4/7/59/328221030618_2_1712217591,0.0
89,63,XR4K1902,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,PROTECTIVE LIMIT-HIGH BEARING TEMPERATURE,Apr  4 2024  7:59AM,234,,,,,,,AlertAlarm/XR4K1902/2024,Device,False,True,False,,2024-04-04T07:59:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328221030618_2/2024/4/4/7/59/328221030618_2_1712217591,0.0
