,Unnamed: 0,AlertAlarmDateTime,SnapshotUrl,TimeZoneAbreviation,UtcOffsetMinutes,adjustedvalue,alertalarmtype,algorithm,description,eventdatetime,isalarm,isalert,isreset,lastvalue,maxalarmthresholdvalue,maxwarningthresholdvalue,metricName,metricNameChinese,metricid,metrickey,metricshortname,metrictype,minalarmthresholdvalue,minwarningthresholdvalue,path,serialnumber,targetvalue,timezone
77,77,2023-07-05T09:56:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/5/9/56/VU139530540410_42_1688550980,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Jul  5 2023  9:56AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
78,78,2023-07-05T10:13:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/5/11/1/VU139530540410_42_1688552014,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Jul  5 2023 10:13AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
83,83,2023-07-09T13:12:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/13/26/VU139530540410_42_1688908342,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Jul  9 2023  1:12PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
84,84,2023-07-09T13:12:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/13/26/VU139530540410_42_1688908342,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Jul  9 2023  1:12PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
85,85,2023-07-09T13:12:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/13/26/VU139530540410_42_1688908342,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Jul  9 2023  1:12PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
93,93,2023-07-09T18:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/18/34/VU139530540410_42_1688926866,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Jul  9 2023  6:21PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
94,94,2023-07-09T18:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/18/34/VU139530540410_42_1688926866,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Jul  9 2023  6:21PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
95,95,2023-07-09T18:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/18/34/VU139530540410_42_1688926866,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Jul  9 2023  6:21PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
96,96,2023-07-09T18:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/9/18/34/VU139530540410_42_1688926866,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Jul  9 2023  6:21PM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
108,108,2023-07-16T22:27:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/16/22/27/VU139530540410_42_1689546448,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Jul 16 2023 10:27PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
114,114,2023-07-18T21:40:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/18/21/58/VU139530540410_42_1689716404,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Jul 18 2023  9:40PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
115,115,2023-07-18T21:40:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/18/21/58/VU139530540410_42_1689716404,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Jul 18 2023  9:40PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
121,121,2023-07-20T10:13:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/20/10/14/VU139530540410_42_1689848038,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Jul 20 2023 10:13AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
122,122,2023-07-20T10:13:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/20/10/14/VU139530540410_42_1689848038,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Jul 20 2023 10:13AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
123,123,2023-07-20T10:13:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/20/10/14/VU139530540410_42_1689848038,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Jul 20 2023 10:13AM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
143,143,2023-07-30T18:02:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/7/30/18/3/VU139530540410_42_1690740175,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Jul 30 2023  6:02PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
144,144,2023-08-01T10:58:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/1/10/58/VU139530540410_42_1690887530,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Aug  1 2023 10:58AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
145,145,2023-08-02T21:51:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/3/1/51/VU139530540410_42_1691013066,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug  2 2023  9:51PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
167,167,2023-08-14T11:04:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/14/11/54/VU139530540410_42_1692011056,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 14 2023 11:04AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
171,171,2023-08-15T21:51:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/15/21/51/VU139530540410_42_1692136280,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 15 2023  9:51PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
172,172,2023-08-15T21:51:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/15/21/51/VU139530540410_42_1692136280,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 15 2023  9:51PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
177,177,2023-08-16T01:22:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/16/1/22/VU139530540410_42_1692148960,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 16 2023  1:22AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
178,178,2023-08-16T01:22:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/16/1/22/VU139530540410_42_1692148960,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 16 2023  1:22AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
179,179,2023-08-16T01:22:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/16/1/22/VU139530540410_42_1692148960,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Aug 16 2023  1:22AM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
180,180,2023-08-19T01:32:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/19/2/21/VU139530540410_42_1692408749,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Aug 19 2023  1:32AM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
187,187,2023-08-22T01:35:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/22/1/35/VU139530540410_42_1692668149,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 22 2023  1:35AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
188,188,2023-08-22T01:35:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/22/1/35/VU139530540410_42_1692668149,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Aug 22 2023  1:35AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
195,195,2023-08-24T10:58:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/24/10/59/VU139530540410_42_1692874738,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 24 2023 10:58AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
196,196,2023-08-24T10:58:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/24/10/59/VU139530540410_42_1692874738,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Aug 24 2023 10:58AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
197,197,2023-08-24T10:58:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/24/10/59/VU139530540410_42_1692874738,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 24 2023 10:58AM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
207,207,2023-08-27T19:49:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/27/21/8/VU139530540410_42_1693165751,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 27 2023  7:49PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
211,211,2023-08-28T10:49:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/28/11/35/VU139530540410_42_1693219755,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 28 2023 10:49AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
212,212,2023-08-28T10:49:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/28/11/35/VU139530540410_42_1693219755,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 28 2023 10:49AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
217,217,2023-08-28T13:23:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/28/13/52/VU139530540410_42_1693228981,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 28 2023  1:23PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
218,218,2023-08-28T13:23:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/28/13/52/VU139530540410_42_1693228981,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 28 2023  1:23PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
219,219,2023-08-28T13:23:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/28/13/52/VU139530540410_42_1693228981,,0.0,143,Device,,AUTORESTART PENDING-LINE PHASE LOSS,Aug 28 2023  1:23PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
226,226,2023-08-29T22:17:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/30/1/37/VU139530540410_42_1693347449,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 29 2023 10:17PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
227,227,2023-08-29T22:17:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/30/1/37/VU139530540410_42_1693347449,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 29 2023 10:17PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
228,228,2023-08-29T22:17:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/30/1/37/VU139530540410_42_1693347449,,0.0,143,Device,,AUTORESTART PENDING-LINE PHASE LOSS,Aug 29 2023 10:17PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
229,229,2023-08-29T22:17:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/30/1/37/VU139530540410_42_1693347449,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Aug 29 2023 10:17PM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
238,238,2023-08-30T21:56:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/31/0/6/VU139530540410_42_1693432618,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Aug 30 2023  9:56PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
239,239,2023-08-30T21:56:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/31/0/6/VU139530540410_42_1693432618,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Aug 30 2023  9:56PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
240,240,2023-08-30T21:56:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/31/0/6/VU139530540410_42_1693432618,,0.0,143,Device,,AUTORESTART PENDING-LINE PHASE LOSS,Aug 30 2023  9:56PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
241,241,2023-08-30T21:56:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/31/0/6/VU139530540410_42_1693432618,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Aug 30 2023  9:56PM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
242,242,2023-08-30T21:56:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/8/31/0/6/VU139530540410_42_1693432618,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Aug 30 2023  9:56PM,False,True,False,,,,,,,ALARM_05,CH_ALARM_05,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
252,252,2023-09-05T21:52:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/8/19/42/VU139530540410_42_1693950764,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep  5 2023  9:52PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
253,253,2023-09-07T12:01:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/9/9/29/VU139530540410_42_1694088065,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep  7 2023 12:01PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
256,256,2023-09-10T13:24:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/10/14/16/VU139530540410_42_1694352265,,0.0,143,Device,,AUTORESTART PENDING-LINE PHASE LOSS,Sep 10 2023  1:24PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
258,258,2023-09-11T21:48:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/12/4/1/VU139530540410_42_1694468932,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 11 2023  9:48PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
262,262,2023-09-15T23:50:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/16/1/20/VU139530540410_42_1694821835,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 15 2023 11:50PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
266,266,2023-09-18T21:47:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/18/22/27/VU139530540410_42_1695073622,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 18 2023  9:47PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
270,270,2023-09-20T21:47:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/20/21/47/VU139530540410_42_1695246423,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 20 2023  9:47PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
