,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm,AlertAlarmDateTime,TimeZoneAbreviation,SnapshotUrl,UtcOffsetMinutes
124,87,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 16 2023  9:26AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-16T09:26:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/16/12/15/328818010145_1_1678958817,0.0
125,88,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 16 2023  9:26AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-16T09:26:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/16/12/15/328818010145_1_1678958817,0.0
127,90,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 16 2023 10:56AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-16T10:56:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/16/14/11/328818010145_1_1678964167,0.0
129,92,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 16 2023 10:56AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-16T10:56:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/16/14/11/328818010145_1_1678964178,0.0
130,93,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 16 2023 10:56AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-16T10:56:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/16/14/11/328818010145_1_1678964178,0.0
135,98,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CHECK OIL FILTER,Mar 17 2023  2:38AM,142,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-17T02:38:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/17/10/27/328818010145_1_1679020724,0.0
139,102,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 17 2023  2:39AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-17T02:39:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/17/10/28/328818010145_1_1679020790,0.0
141,104,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 17 2023  6:08AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-17T06:08:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/17/14/33/328818010145_1_1679033292,0.0
143,106,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 17 2023  6:08AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-17T06:08:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/17/14/33/328818010145_1_1679033315,0.0
149,112,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,MOTOR OVERLOAD TRIP,Mar 18 2023  9:15PM,217,,,,,,,AlertAlarm/1601Q6567/2023,Device,False,True,False,,2023-03-18T21:15:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/19/2/0/328818010145_1_1679174121,0.0
155,118,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 18 2023 11:16PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-18T23:16:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/19/3/5/328818010145_1_1679181362,0.0
158,121,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 18 2023 11:16PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-18T23:16:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/19/3/6/328818010145_1_1679181374,0.0
166,129,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,EXCESSIVE COMPR SURGE,Mar 19 2023  2:51AM,238,,,,,,,AlertAlarm/1601Q6567/2023,Device,False,True,False,,2023-03-19T02:51:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/19/6/46/328818010145_1_1679194307,0.0
169,132,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Mar 20 2023  3:11AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-20T03:11:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/20/4/20/328818010145_1_1679281901,0.0
173,136,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 20 2023 12:08PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-20T12:08:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/20/13/32/328818010145_1_1679314091,0.0
179,142,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 23 2023  6:28AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-23T06:28:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/23/6/20/328818010145_1_1679552881,0.0
180,143,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  2:31AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T02:31:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/2/18/328818010145_1_1679625106,0.0
182,145,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  3:03AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T03:03:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/2/51/328818010145_1_1679627035,0.0
184,147,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  3:06AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T03:06:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/2/53/328818010145_1_1679627197,0.0
186,149,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  3:15AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T03:15:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/3/2/328818010145_1_1679627705,0.0
188,151,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  3:40AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T03:40:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/3/28/328818010145_1_1679629243,0.0
190,153,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  3:48AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T03:48:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/3/41/328818010145_1_1679629715,0.0
192,155,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  3:52AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T03:52:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/3/43/328818010145_1_1679629948,0.0
195,158,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 24 2023  9:24AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T09:24:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/9/12/328818010145_1_1679649893,0.0
197,160,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 24 2023  8:33PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-24T20:33:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/24/20/20/328818010145_1_1679689983,0.0
199,162,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 25 2023  2:28AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-25T02:28:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/25/2/15/328818010145_1_1679711280,0.0
201,164,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 25 2023  1:23PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-25T13:23:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/25/13/10/328818010145_1_1679750619,0.0
204,167,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 26 2023  2:03AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-26T02:03:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/26/2/31/328818010145_1_1679796214,0.0
208,171,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 26 2023  5:21AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-26T05:21:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/26/5/19/328818010145_1_1679808109,0.0
209,172,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 26 2023 12:09PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-26T12:09:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/26/12/4/328818010145_1_1679832584,0.0
211,174,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 26 2023  7:55PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-26T19:55:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/26/19/43/328818010145_1_1679860559,0.0
213,176,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 26 2023  9:24PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-26T21:24:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/26/21/12/328818010145_1_1679865871,0.0
219,182,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,MOTOR OVERLOAD TRIP,Mar 27 2023  6:31AM,217,,,,,,,AlertAlarm/1601Q6567/2023,Device,False,True,False,,2023-03-27T06:31:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/27/6/44/328818010145_1_1679898667,0.0
223,186,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 27 2023  6:38AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-27T06:38:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/27/6/52/328818010145_1_1679899139,0.0
225,188,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  1:27AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T01:27:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/1/14/328818010145_1_1679966831,0.0
227,190,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  5:58AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T05:58:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/5/45/328818010145_1_1679983131,0.0
229,192,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  6:13AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T06:13:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/6/0/328818010145_1_1679984018,0.0
231,194,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  8:19AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T08:19:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/8/6/328818010145_1_1679991586,0.0
233,196,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  9:31AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T09:31:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/9/18/328818010145_1_1679995879,0.0
235,198,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  9:49AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T09:49:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/9/36/328818010145_1_1679996969,0.0
237,200,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023 10:14AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T10:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/10/1/328818010145_1_1679998442,0.0
239,202,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023  1:11PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T13:11:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/12/58/328818010145_1_1680009066,0.0
241,204,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 28 2023 10:34PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-28T22:34:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/28/22/22/328818010145_1_1680042880,0.0
243,206,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  4:37AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T04:37:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/4/24/328818010145_1_1680064626,0.0
245,208,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  4:58AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T04:58:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/4/45/328818010145_1_1680065892,0.0
247,210,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  5:17AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T05:17:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/5/4/328818010145_1_1680067069,0.0
249,212,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  5:36AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T05:36:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/5/24/328818010145_1_1680068204,0.0
251,214,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  6:07AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T06:07:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/5/54/328818010145_1_1680070020,0.0
254,217,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 29 2023  9:40AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T09:40:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/9/28/328818010145_1_1680082818,0.0
256,219,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  1:27PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T13:27:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/13/14/328818010145_1_1680096455,0.0
258,221,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  2:06PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T14:06:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/13/53/328818010145_1_1680098799,0.0
260,223,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  2:11PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T14:11:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/13/58/328818010145_1_1680099098,0.0
262,225,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  2:15PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T14:15:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/14/2/328818010145_1_1680099334,0.0
264,227,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  2:43PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T14:43:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/14/30/328818010145_1_1680100993,0.0
266,229,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  3:43PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T15:43:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/15/30/328818010145_1_1680104597,0.0
268,231,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  4:09PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T16:09:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/15/56/328818010145_1_1680106176,0.0
271,234,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,MOTOR OVERLOAD TRIP,Mar 29 2023  6:14PM,217,,,,,,,AlertAlarm/1601Q6567/2023,Device,False,True,False,,2023-03-29T18:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/18/1/328818010145_1_1680113687,0.0
273,236,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Mar 29 2023  6:22PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T18:22:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/18/9/328818010145_1_1680114164,0.0
274,237,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 29 2023  6:24PM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-29T18:24:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/29/18/11/328818010145_1_1680114266,0.0
277,240,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 30 2023  1:45AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-30T01:45:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/30/1/32/328818010145_1_1680140724,0.0
279,242,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CONDENSER APPROACH,Mar 30 2023  1:53AM,163,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-03-30T01:53:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/3/30/1/40/328818010145_1_1680141183,0.0
282,245,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Apr  2 2023  3:17AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-04-02T03:17:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/4/2/3/5/328818010145_1_1680405431,0.0
284,247,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Apr  2 2023  3:32AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-04-02T03:32:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/4/2/3/29/328818010145_1_1680406368,0.0
