,Unnamed: 0,AlertAlarmDateTime,SnapshotUrl,TimeZoneAbreviation,UtcOffsetMinutes,adjustedvalue,alertalarmtype,algorithm,description,eventdatetime,isalarm,isalert,isreset,lastvalue,maxalarmthresholdvalue,maxwarningthresholdvalue,metricName,metricNameChinese,metricid,metrickey,metricshortname,metrictype,minalarmthresholdvalue,minwarningthresholdvalue,path,serialnumber,targetvalue,timezone
153,153,2023-09-05T14:39:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/8/16/10/VU210550101310_74_1693924780,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep  5 2023  2:39PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
159,159,2023-09-07T14:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/9/6/27/VU210550101310_74_1694095759,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep  7 2023  2:09PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
164,164,2023-09-21T14:06:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/21/14/6/VU210550101310_74_1695305178,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 21 2023  2:06PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
165,165,2023-09-21T14:06:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/21/14/6/VU210550101310_74_1695305178,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 21 2023  2:06PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
168,168,2023-09-21T14:38:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/21/14/38/VU210550101310_74_1695307084,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 21 2023  2:38PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
178,178,2023-09-22T15:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/23/5/9/VU210550101310_74_1695395394,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 22 2023  3:09PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
179,179,2023-09-22T15:15:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/23/5/9/VU210550101310_74_1695395744,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 22 2023  3:15PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
184,184,2023-09-23T18:29:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/24/15/44/VU210550101310_74_1695493775,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 23 2023  6:29PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
185,185,2023-09-23T22:00:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/24/15/44/VU210550101310_74_1695506448,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 23 2023 10:00PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
192,192,2023-09-24T17:02:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/25/1/9/VU210550101310_74_1695574957,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 24 2023  5:02PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
193,193,2023-09-24T17:07:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/25/1/9/VU210550101310_74_1695575261,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 24 2023  5:07PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
197,197,2023-09-27T14:39:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/27/14/40/VU210550101310_74_1695825595,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 27 2023  2:39PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
198,198,2023-09-27T14:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/27/14/45/VU210550101310_74_1695825896,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 27 2023  2:44PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
211,211,2023-09-28T16:15:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/28/16/15/VU210550101310_74_1695917718,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 28 2023  4:15PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
214,214,2023-09-28T16:26:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/9/28/16/26/VU210550101310_74_1695918376,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Sep 28 2023  4:26PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
229,229,2023-10-03T17:00:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/3/17/0/VU210550101310_74_1696352417,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Oct  3 2023  5:00PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
230,230,2023-10-03T17:06:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/3/17/6/VU210550101310_74_1696352769,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct  3 2023  5:06PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
241,241,2023-10-10T16:41:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/10/16/41/VU210550101310_74_1696956096,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 10 2023  4:41PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
242,242,2023-10-10T16:46:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/10/16/46/VU210550101310_74_1696956401,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 10 2023  4:46PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
255,255,2023-10-13T21:25:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/13/21/25/VU210550101310_74_1697232323,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 13 2023  9:25PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
256,256,2023-10-13T21:25:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/13/21/25/VU210550101310_74_1697232323,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 13 2023  9:25PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
259,259,2023-10-16T17:07:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/16/17/7/VU210550101310_74_1697476050,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 16 2023  5:07PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
260,260,2023-10-16T17:27:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/16/17/27/VU210550101310_74_1697477259,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 16 2023  5:27PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
267,267,2023-10-20T08:49:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/20/8/49/VU210550101310_74_1697791747,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 20 2023  8:49AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
270,270,2023-10-24T19:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/24/19/9/VU210550101310_74_1698174591,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 24 2023  7:09PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
276,276,2023-10-25T14:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/25/14/55/VU210550101310_74_1698245723,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 25 2023  2:55PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
277,277,2023-10-25T15:00:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/25/15/0/VU210550101310_74_1698246026,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 25 2023  3:00PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
281,281,2023-10-26T16:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/27/10/56/VU210550101310_74_1698339355,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 26 2023  4:55PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
288,288,2023-10-27T17:41:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/27/17/41/VU210550101310_74_1698428495,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 27 2023  5:41PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
291,291,2023-10-27T18:02:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/27/18/2/VU210550101310_74_1698429754,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 27 2023  6:02PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
294,294,2023-10-28T17:04:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/28/17/4/VU210550101310_74_1698512696,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Oct 28 2023  5:04PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
297,297,2023-10-28T18:10:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/28/18/10/VU210550101310_74_1698516628,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 28 2023  6:10PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
300,300,2023-10-30T18:00:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/10/31/20/23/VU210550101310_74_1698688846,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Oct 30 2023  6:00PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
303,303,2023-11-07T10:46:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/11/7/10/46/VU210550101310_74_1699353995,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Nov  7 2023 10:46AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
325,325,2023-11-11T08:24:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/11/11/8/24/VU210550101310_74_1699691043,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Nov 11 2023  8:24AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
326,326,2023-11-11T08:24:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/11/11/8/24/VU210550101310_74_1699691043,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Nov 11 2023  8:24AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
475,475,2023-11-20T09:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/11/20/9/21/VU210550101310_74_1700472083,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Nov 20 2023  9:21AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
495,495,2023-11-22T05:28:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/11/22/5/28/VU210550101310_74_1700630885,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Nov 22 2023  5:28AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
496,496,2023-11-22T05:28:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/11/22/5/28/VU210550101310_74_1700630885,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Nov 22 2023  5:28AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
503,503,2023-12-10T14:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/10/14/55/VU210550101310_74_1702220121,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Dec 10 2023  2:55PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
504,504,2023-12-10T14:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/10/14/55/VU210550101310_74_1702220121,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Dec 10 2023  2:55PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
525,525,2023-12-22T14:24:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/22/14/24/VU210550101310_74_1703255065,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Dec 22 2023  2:24PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
526,526,2023-12-22T14:30:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/22/14/30/VU210550101310_74_1703255414,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Dec 22 2023  2:30PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
706,706,2023-12-26T10:31:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/26/10/31/VU210550101310_74_1703586703,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Dec 26 2023 10:31AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
707,707,2023-12-26T10:31:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/26/10/31/VU210550101310_74_1703586703,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Dec 26 2023 10:31AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
804,804,2023-12-28T22:01:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/28/22/1/VU210550101310_74_1703800866,,0.0,122,Device,,RUN CAPACITY LIMITED-LOW EVAP REFRIG TEMP,Dec 28 2023 10:01PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
805,805,2023-12-28T22:01:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu210550101310_74/2023/12/28/22/1/VU210550101310_74_1703800866,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Dec 28 2023 10:01PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/5111Q21335/2023,5111Q21335,,America/New_York
