,adjustedvalue,alertalarmtype,algorithm,description,eventdatetime,isalarm,isalert,isreset,lastvalue,maxalarmthresholdvalue,maxwarningthresholdvalue,metricName,metricNameChinese,metricid,metrickey,metricshortname,metrictype,minalarmthresholdvalue,minwarningthresholdvalue,path,serialnumber,targetvalue,timezone
13,1,Device,,,7/1/2023 4:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
14,2,Device,,,7/1/2023 4:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
15,1,Device,,,7/1/2023 6:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
16,2,Device,,,8/5/2023 8:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
17,1,Device,,,8/5/2023 9:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
18,2,Device,,,8/7/2023 8:45:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
19,1,Device,,,8/7/2023 9:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
20,2,Device,,,8/7/2023 12:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
21,1,Device,,,8/7/2023 12:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
22,2,Device,,,8/7/2023 12:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
23,1,Device,,,8/7/2023 12:45:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
24,2,Device,,,8/8/2023 6:45:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
25,1,Device,,,8/8/2023 8:30:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
26,2,Device,,,8/8/2023 9:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
27,1,Device,,,8/8/2023 10:30:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
28,2,Device,,,8/8/2023 12:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
29,1,Device,,,8/8/2023 4:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
30,2,Device,,,8/8/2023 4:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
31,1,Device,,,8/9/2023 6:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
32,2,Device,,,8/9/2023 7:15:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
33,1,Device,,,8/9/2023 8:00:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
34,2,Device,,,8/9/2023 12:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
35,1,Device,,,8/9/2023 12:45:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
36,2,Device,,,8/9/2023 3:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
37,1,Device,,,8/9/2023 10:30:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
38,2,Device,,,8/9/2023 11:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
39,1,Device,,,8/9/2023 11:45:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
40,2,Device,,,8/10/2023 11:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
41,1,Device,,,8/10/2023 11:30:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
42,2,Device,,,8/10/2023 5:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
43,1,Device,,,8/10/2023 9:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
44,2,Device,,,8/10/2023 10:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
45,1,Device,,,8/10/2023 10:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
46,2,Device,,,8/10/2023 10:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
47,1,Device,,,8/10/2023 11:30:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
48,2,Device,,,8/11/2023 3:45:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
49,1,Device,,,8/11/2023 4:00:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
50,2,Device,,,8/11/2023 1:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
51,1,Device,,,8/11/2023 5:30:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
52,2,Device,,,8/11/2023 5:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
53,1,Device,,,8/12/2023 3:00:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
54,2,Device,,,8/12/2023 9:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
55,1,Device,,,8/12/2023 9:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
56,2,Device,,,8/12/2023 9:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
57,1,Device,,,8/12/2023 10:00:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
58,2,Device,,,8/12/2023 12:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
59,1,Device,,,8/13/2023 3:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
60,2,Device,,,8/13/2023 6:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
61,1,Device,,,8/13/2023 10:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
62,2,Device,,,8/13/2023 11:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
63,1,Device,,,8/13/2023 9:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
64,2,Device,,,8/14/2023 10:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
65,1,Device,,,8/14/2023 12:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
66,2,Device,,,8/14/2023 12:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
67,1,Device,,,8/14/2023 6:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
68,2,Device,,,8/14/2023 6:15:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
69,1,Device,,,8/14/2023 10:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
70,2,Device,,,8/15/2023 12:15:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
71,1,Device,,,8/15/2023 1:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
72,2,Device,,,8/15/2023 7:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
73,1,Device,,,8/15/2023 9:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
74,2,Device,,,8/15/2023 9:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
75,1,Device,,,8/15/2023 9:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
76,2,Device,,,8/15/2023 10:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
77,1,Device,,,8/15/2023 10:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
78,2,Device,,,8/15/2023 10:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
79,1,Device,,,8/15/2023 5:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
80,3,Device,,,8/17/2023 1:45:00 AM -05:00,True,False,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
81,1,Device,,,8/17/2023 2:15:00 AM -05:00,False,False,True,3,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
82,2,Device,,,8/19/2023 10:15:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
83,1,Device,,,8/20/2023 1:30:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
84,3,Device,,,8/21/2023 11:15:00 AM -05:00,True,False,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
85,2,Device,,,8/21/2023 12:15:00 PM -05:00,False,True,False,3,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
86,1,Device,,,8/21/2023 3:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
87,2,Device,,,8/21/2023 4:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
88,1,Device,,,8/21/2023 4:30:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
89,2,Device,,,8/22/2023 8:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
90,1,Device,,,8/22/2023 8:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
91,2,Device,,,8/22/2023 9:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
92,1,Device,,,8/22/2023 11:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
93,2,Device,,,8/22/2023 11:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
94,1,Device,,,8/22/2023 12:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
95,2,Device,,,8/22/2023 12:15:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
96,1,Device,,,8/22/2023 3:45:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
97,2,Device,,,8/22/2023 4:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
98,1,Device,,,8/22/2023 8:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
99,2,Device,,,8/22/2023 8:15:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
100,1,Device,,,8/22/2023 9:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
101,2,Device,,,8/22/2023 9:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
102,1,Device,,,8/22/2023 9:45:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
103,2,Device,,,8/22/2023 10:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
104,1,Device,,,8/23/2023 7:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
105,2,Device,,,8/23/2023 7:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
106,1,Device,,,8/24/2023 9:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
107,2,Device,,,8/24/2023 10:15:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
108,1,Device,,,8/24/2023 10:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
109,2,Device,,,8/24/2023 11:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
110,1,Device,,,8/24/2023 12:30:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
111,2,Device,,,8/24/2023 1:00:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
112,1,Device,,,8/24/2023 1:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
113,2,Device,,,8/24/2023 1:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
114,1,Device,,,8/24/2023 3:30:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
115,2,Device,,,8/24/2023 3:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
116,1,Device,,,8/24/2023 4:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
117,2,Device,,,8/24/2023 4:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
118,1,Device,,,8/24/2023 5:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
119,2,Device,,,8/24/2023 5:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
120,1,Device,,,8/24/2023 7:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
121,2,Device,,,8/24/2023 7:30:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
122,1,Device,,,8/25/2023 2:15:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
123,2,Device,,,8/25/2023 4:45:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
124,1,Device,,,8/25/2023 7:00:00 PM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
125,2,Device,,,8/25/2023 10:15:00 PM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
126,1,Device,,,8/26/2023 1:15:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
127,2,Device,,,8/26/2023 7:30:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
128,1,Device,,,8/26/2023 9:45:00 AM -05:00,False,False,True,2,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
129,2,Device,,,8/26/2023 10:00:00 AM -05:00,False,True,False,1,,,,,,MAINSTAT_SYS_ALM,SystemAlertAlarm,,,,AlertAlarm/2619Q27626/2023,2619Q27626,,America/Chicago
