,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm,AlertAlarmDateTime,TimeZoneAbreviation,SnapshotUrl,UtcOffsetMinutes
0,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,,12/13/2022 3:13:35 PM +03:00,3,,,,,,,AlertAlarm/4704Q70012/2022,Device,False,True,False,,,,,
0,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,System Alert Alarm,Mar 22 2023  4:49AM,3,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,False,True,,2023-03-22T04:49:00,,,0.0
1,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,System Alert Alarm,Mar 22 2023  6:04AM,2,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,False,True,,2023-03-22T06:04:00,,,0.0
2,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Mar 26 2023  5:07PM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,False,,2023-03-26T17:07:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_6/2023/3/26/20/5/VU050685661110_6_1679850472,0.0
3,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,System Alert Alarm,Apr  9 2023  4:53PM,3,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,False,True,,2023-04-09T16:53:00,,,0.0
4,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Apr 18 2023  5:57AM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,True,,2023-04-18T05:57:00,,,0.0
5,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,,4/19/2023 8:47:59 AM +03:00,3,,,,,,1.0,AlertAlarm/4704Q70012/2023,Device,False,True,False,,,,,
6,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,System Alert Alarm,Apr 23 2023  4:51PM,3,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,False,True,,2023-04-23T16:51:00,,,0.0
7,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Apr 23 2023  4:51PM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,False,,2023-04-23T16:51:00,,,0.0
8,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Apr 26 2023  3:54AM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,True,,2023-04-26T03:54:00,,,0.0
9,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,,4/30/2023 5:51:42 AM +03:00,3,,,,,,1.0,AlertAlarm/4704Q70012/2023,Device,False,True,False,,,,,
10,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,System Alert Alarm,May  7 2023  4:56PM,3,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,False,True,,2023-05-07T16:56:00,,,0.0
11,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,May  7 2023  4:56PM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,False,,2023-05-07T16:56:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_6/2023/5/7/16/56/VU050685661110_6_1683478600,0.0
12,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,May  8 2023  4:19AM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,True,,2023-05-08T04:19:00,,,0.0
13,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,,5/10/2023 7:35:13 AM +03:00,3,,,,,,1.0,AlertAlarm/4704Q70012/2023,Device,False,True,False,,,,,
14,4704Q70012,,,SYS_ALM,SystemAlertAlarm,,,Asia/Kuwait,System Alert Alarm,May 21 2023  4:52PM,3,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,False,True,,2023-05-21T16:52:00,,,0.0
15,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,May 21 2023  4:52PM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,False,,2023-05-21T16:52:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_6/2023/5/21/16/52/VU050685661110_6_1684687973,0.0
16,4704Q70012,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,May 29 2023  9:57AM,237,,,,,,,AlertAlarm/4704Q70012/2023,Device,False,True,True,,2023-05-29T09:57:00,,,0.0
