,Serial number,Power/kWh,Runtime/Hrs,VFD retrofit energy saving potential/kWh,VFD retrofit energy saving %,Ton/Ton,Power_vs/kWh
0,4415Q24810,2480191,8238,435114,18,4761168,2045077
