,Serial number,Power/kWh,Runtime/Hrs,VFD retrofit energy saving potential/kWh,VFD retrofit energy saving %,Ton/Ton,Power_vs/kWh
0,5111Q21335,1616114,5686,573357,35,2677780,1042757
